Phrase_ID	YUA	ES	Communicative_Context
YUAES0001006	Máax yéetel ka bin tin wotoch	¿Con quién vas a mi casa?	COMMC0003
YUAES0001007	Sáansamal kin bin tin wotoch	Todos los días voy a mi casa	COMMC0003
YUAES0001008	Leti'obe' sáansamal ku bino'ob tin wotoch	Ellos van a mi casa todos los días	COMMC0003
YUAES0001009	Te'exe' sáansamal ka bine'ex tin wotoch	Ustedes van a mi casa todos los días	COMMC0003
YUAES0001010	Ma' jbinen tin wotoch bejla'e'	Hoy no fui a mi casa	COMMC0003
YUAES0001011	Sáamal in bin tin wotoch	Mañana voy a mi casa	COMMC0003
YUAES0001012	Jo'oljeake' jbinen tin wotoch	Ayer fui a mi casa	COMMC0003
YUAES0001013	Yaan wáaj a bin sáamal tin wotoch	¿irás mañana a mi casa?	COMMC0003
YUAES0001014	U yotoch in na'e' nojoch	La casa de mi mamá es grande	COMMC0003
YUAES0001015	U yotoch in yuume' nojoch	La casa de mi papá es grande	COMMC0003
YUAES0001016	U yotoch in kiike' nojoch	La casa de mi hermana es grande	COMMC0003
YUAES0001017	U yotoch in suku'une' nojoch	La casa de mi hermano es grande	COMMC0003
YUAES0001018	U yotoch in na'e' chichan	La casa de mi mamá es pequeña	COMMC0003
YUAES0001019	U yotoch in yuume' chichan	La casa de mi papá es pequeña	COMMC0003
YUAES0001020	U yotoch in kiike' chichan	La casa de mi hermana es pequeña	COMMC0003
YUAES0001021	U yotoch in suku'une' chichan	La casa de mi hermano es pequeña	COMMC0003
YUAES0001022	Jats'uts a wotoch	Tu casa es bonita	COMMC0003
YUAES0001023	Nojoch a wotoch	Tu casa es grande	COMMC0003
YUAES0001024	Chichan a wotoch	Tu casa es pequeña	COMMC0003
YUAES0001025	Ma' in k'áat bin tin wotochi'	No quiero ir a mi casa	COMMC0003
YUAES0001026	Túumben in wotoch	Mi casa es nueva	COMMC0003
YUAES0001027	Jach úuchben in wotoch	Mi casa es muy antigua	COMMC0003
YUAES0001028	In wotoche' naats' k'íiwik yaan	Mi casa está cerca del centro	COMMC0003
YUAES0001029	In wotoche' jach náach ti' k'íiwik yaan	Mi casa está muy lejos del centro	COMMC0003
YUAES0001030	Ka'abeje' yaan in bin ta wotoch	Pasado mañana iré a tu casa	COMMC0003
YUAES0001031	Ka'abeje' yaan a bin ta wotoch	Pasado mañana irás a tu casa	COMMC0003
YUAES0001032	Leti'obe' ka'abeje' yaan u bino'ob tu yotocho'ob	Pasado mañana ellos irán a su casa	COMMC0003
YUAES0001033	Te'exe' ka'abeje' yaan a bine'ex ta wotoche'ex	Pasado mañana ustedes irán a su casa	COMMC0003
YUAES0001034	Ki'imak in wóol in bin tin wotoch	Soy feliz yendo a mi casa	COMMC0003
YUAES0001035	Ki'imak a wóol wáaj ikil a bin ta wotoch	¿Eres feliz cuando vas a tu casa?	COMMC0003
YUAES0001036	Ki'imak u yóolo'ob u bino'ob tu yotocho'ob	Son felices yendo a sus casas	COMMC0003
YUAES0001037	Jach k'a'abéet a bin ta wotoch	Es muy necesario que vayas a tu casa	COMMC0003
YUAES0001038	Jach k'a'abéet in bin ta wotoch	Es muy necesario que yo vaya a mi casa	COMMC0003
YUAES0001039	Ma' jach k'a'abéet in bin tin wotochi'	No es muy necesario que yo vaya a mi casa	COMMC0003
YUAES0001040	Jach k'a'abéet u bin tu yotoch	Es muy necesario que vaya a su casa	COMMC0003
YUAES0001041	Ma' jach k'a'abéet u bin tu yotochi'	No es muy necesario que vaya a su casa	COMMC0003
YUAES0001042	Jach k'a'abéet u bino'ob tu yotocho'ob	Es muy necesario que vayan a su casa	COMMC0003
YUAES0001043	Ma' jach k'a'abéet u bino'ob tu yotocho'obi'	No es muy necesario que vayan a su casa	COMMC0003
YUAES0001044	Te'exe' jach k'a'abéet a bine'ex ta wotoche'ex	Es muy necesario que ustedes vayan a su casa	COMMC0003
YUAES0001045	Te'exe' ma' jach k'a'abéet a bine'ex ta wotoche'exi'	No es muy necesario que ustedes vayan a su casa	COMMC0003
YUAES0001046	Jach k'a'abéet wáaj a bin ta wotoch	¿Es muy necesario que vayas a tu casa?	COMMC0003
YUAES0001047	Jach k'a'abéet wáaj in bin ta wotoch	¿Es muy necesario que yo vaya a tu casa?	COMMC0003
YUAES0001048	Ma' wáaj jach k'a'abéet in bin ta wotochi'	¿No es muy necesario que yo vaya a tu casa?	COMMC0003
YUAES0001049	Jach k'a'abéet wáaj u bin tu yotoch	¿Es muy necesario que él vaya a su casa?	COMMC0003
YUAES0001050	Jach k'a'abéet wáaj u bin tu yotoch	¿Es muy necesario que ella vaya a su casa?	COMMC0003
YUAES0001051	Ma' wáaj jach k'a'abéet u bin tu yotochi'	¿No es muy necesario que vaya a su casa?	COMMC0003
YUAES0001052	Jach k'a'abéet wáaj u bino'ob tu yotocho'ob	¿Es muy necesario que ellos vayan a sus casas?	COMMC0003
YUAES0001053	Ma' wáaj jach k'a'abéet u bino'ob tu yotocho'obi'	¿No es muy necesario que ellos vayan a sus casas?	COMMC0003
YUAES0001054	Jach k'a'abéet wáaj a bine'ex ta wotoche'ex	¿Es muy necesario que ustedes vayan a sus casas?	COMMC0003
YUAES0001055	Ma' wáaj jach k'a'abéet a bine'ex ta wotoche'exi'	¿No es muy necesario que ustedes vayan a sus casas?	COMMC0003
YUAES0001056	Tene' áak'ab kin bin tin wotoch	Yo voy a mi casa por las noches	COMMC0003
YUAES0001057	Teche' áak'ab ka bin ta wotoch	Tú vas a tu casa por las noches	COMMC0003
YUAES0001058	Leti'e' áak'ab ku bin tu yotoch	Él va a su casa por las noches	COMMC0003
YUAES0001059	Leti'e' áak'ab ku bin tu yotoch	Ella va a su casa por las noches	COMMC0003
YUAES0001060	To'one' áak'ab kek bin tek otoch	Nosotros vamos a nuestras casas por las noches	COMMC0003
YUAES0001061	Te'exe' áak'ab ka bine'ex ta wotoche'ex	Ustedes van a sus casas por la noche	COMMC0003
YUAES0001062	Teche' áak'ab wáaj ka bin ta wotoch	¿Tú vas a tu casa por las noches?	COMMC0003
YUAES0001063	Leti'e' áak'ab wáaj ku bin tu yotoch	¿Él va a su casa por las noches?	COMMC0003
YUAES0001064	Leti'e' áak'ab wáaj ku bin tu yotoch	¿Ella va a su casa por las noches?	COMMC0003
YUAES0001065	To'one' áak'ab wáaj kek bin tek otoch	¿Nosotros vamos a nuestras casas por las noches?	COMMC0003
YUAES0001066	Te'exe' áak'ab wáaj ka bine'ex ta wotoche'ex	¿Ustedes van a sus casas por las noches?	COMMC0003
YUAES0001067	Tene' ma' áak'ab kin bin tin wotochi'	Yo no voy a mi casa por las noches	COMMC0003
YUAES0001068	Teche' ma' áak'ab wáaj ka bin ta wotochi'	¿Tú no vas a tu casa por las noches?	COMMC0003
YUAES0001069	Leti'e' ma' áak'ab wáaj ku bin tu yotochi'	¿Él no va a su casa por las noches?	COMMC0003
YUAES0001070	Leti'e' ma' áak'ab wáaj ku bin tu yotochi'	¿Ella no va a su casa por las noches?	COMMC0003
YUAES0001071	To'one' ma' áak'ab wáaj kek bin tek otochi'	¿Nosotros no vamos a nuestras casas por las noches?	COMMC0003
YUAES0001072	To'one' ma' áak'ab wáaj kek bin tek otochi'	¿Nosotras no vamos a nuestras casas por las noches?	COMMC0003
YUAES0001073	Te'exe' ma' áak'ab wáaj ka bine'ex ta wotoche'exi'	¿Ustedes no van a sus casas por las noches?	COMMC0003
YUAES0001074	Yaan nikte'ob tin wotoch	Hay flores en mi casa	COMMC0003
YUAES0001075	Yaan nal tin wotoch	Hay elotes en mi casa	COMMC0003
YUAES0001076	J-jaanen tin wotoch	Comí en mi casa	COMMC0003
YUAES0001077	J-jaano'on tu yotoch	Comimos en su casa	COMMC0003
YUAES0001078	J-jaanaje'ex tin wotoch	Ustedes comieron en mi casa	COMMC0003
YUAES0001079	J-janech tu yotoch	Comiste en su casa	COMMC0003
YUAES0001080	Ma'alob k'a'amiken ta wotoch	Me recibieron bien en tu casa	COMMC0003
YUAES0001081	Ma' ma'alob k'a'amiken ta wotochi'	No me recibieron bien en tu casa	COMMC0003
YUAES0001082	Jbinen yéetel in éetailo'ob janal tin wotoch	Me fui con mis amigos a comer a mi casa	COMMC0003
YUAES0001083	Jbinech yéetel a éetailo'ob janal ta wotoch	Te fuiste con tus amigos a comer a tu casa	COMMC0003
YUAES0001084	Ba'ax k'iin a bin ta wotoch	¿Qué día te irás a tu casa?	COMMC0003
YUAES0001085	Ba'ax k'iin u bin tu yotoch	¿Que día irá ella a su casa?	COMMC0003
YUAES0001086	Ba'ax k'iin u bin tu yotoch	¿Que día irá él a su casa?	COMMC0003
YUAES0001087	Ba'ax k'iin a bine'ex ta wotoche'ex	¿Que día irán ustedes a sus casas?	COMMC0003
YUAES0001088	Ba'ax k'iin u bino'ob tu yotocho'ob	¿Qué día iran ellos a sus casas?	COMMC0003
YUAES0001089	Xeen ta wotoch	¡Vete a tu casa!	COMMC0003
YUAES0001090	Xeene'ex ta wotoche'ex	¡Váyanse a su casa!	COMMC0003
YUAES0001091	Lep' a wóol ka a ka'atéen xi'ikech ta wotoch	Apúrate para que vayas a tu casa	COMMC0003
YUAES0001092	Jweenen tin wotoch	Dormí en mi casa	COMMC0003
YUAES0001093	Jweenech tin wotoch	Dormiste en mi casa	COMMC0003
YUAES0001094	Leti'obe' jweeno'ob tin wotoch	Ellos durmieron en mi casa	COMMC0003
YUAES0001095	Jweene'ex tin wotoch	Ustedes durmieron en mi casa	COMMC0003
YUAES0001096	Ook'in in bin tin wotoch	En la noche iré a mi casa	COMMC0003
YUAES0001097	Ook'in a bin tin wotoch	En la noche irás a tu casa	COMMC0003
YUAES0001098	Ook'in u bino'ob tu yotocho'ob	En la noche ellos se irán a sus casas	COMMC0003
YUAES0001099	Ook'in a bine'ex ta wotoche'ex	En la noche ustedes se irán a sus casas	COMMC0003
YUAES0001100	Ko'one'ex tin wotoch	Vámonos a mi casa	COMMC0003
YUAES0001101	Ko'ox tin wotoch	Vamos a mi casa	COMMC0003
YUAES0001102	Táan in meyaj tin wotoch	Estoy trabajando en mi casa	COMMC0003
YUAES0001103	Táan a meyaj ta wotoch	Estás trabajando en tu casa	COMMC0003
YUAES0001104	Táan u meyaj tu yotoch	Está trabajando en su casa	COMMC0003
YUAES0001105	Leti'obe' táan u meyajo'ob tin wotoch	Ellos están trabajando en mi casa	COMMC0003
YUAES0001106	Te'exe' táan a meyaje'ex tin wotoch	Ustedes están trabajando en mi casa	COMMC0003
YUAES0001107	Táan ek meyaj tin wotoch	Estamos trabajando en mi casa	COMMC0003
YUAES0001108	Tin meentik janal tin wotoch	Estoy haciendo comida en mi casa	COMMC0003
YUAES0001109	Ta meentik janal tin wotoch	Estás haciendo comida en mi casa	COMMC0003
YUAES0001110	Tu meentik janal tin wotoch	Está haciendo comida en mi casa	COMMC0003
YUAES0001111	Leti'obe' tu meentiko'ob janal tin wotoch	Ellos están haciendo comida en mi casa	COMMC0003
YUAES0001112	Te'exe' ta meentike'ex janal tin wotoch	Ustedes están haciendo comida en mi casa	COMMC0003
YUAES0001113	Tin meentik janal ta wotoch	Estoy haciendo comida en tu casa	COMMC0003
YUAES0001114	Ta meentik janal ta wotoch	Estás haciendo comida en tu casa	COMMC0003
YUAES0001115	Tu meentik janal ta wotoch	Está haciendo comida en tu casa	COMMC0003
YUAES0001116	Leti'obe' tu meentiko'ob janal ta wotoch	Ellos están haciendo comida en tu casa	COMMC0003
YUAES0001117	Te'exe' ta mentike'ex janal ta wotoch	Ustedes están haciendo comida en tu casa	COMMC0003
YUAES0001118	Táan in meentik janal tin wotoch	Estoy haciendo comida en mi casa	COMMC0003
YUAES0001119	Táan a meentik janal tin wotoch	Estás haciendo comida en mi casa	COMMC0003
YUAES0001120	Táan u meentik janal tin wotoch	Está haciendo comida en mi casa	COMMC0003
YUAES0001121	Leti'obe' táan u meentiko'ob janal tin wotoch	Ellos están haciendo comida en mi casa	COMMC0003
YUAES0001122	Te'exe' táan a meentike'ex janal tin wotoch	Ustedes están haciendo comida en mi casa	COMMC0003
YUAES0001123	Táan in meentik janal ta wotoch	Estoy haciendo comida en tu casa	COMMC0003
YUAES0001124	Táan a meentik janal ta wotoch	Estás haciendo comida en tu casa	COMMC0003
YUAES0001125	Táan u meentik janal ta wotoch	Está haciendo comida en tu casa	COMMC0003
YUAES0001126	Leti'obe' táan u meentiko'ob janal ta wotoch	Ellos están haciendo comida en tu casa	COMMC0003
YUAES0001127	Te'exe' táan a meentike'ex janal ta wotoch	Ustedes están haciendo comida en tu casa	COMMC0003
YUAES0001128	Tin beetik janal tin wotoch	Estoy haciendo comida en mi casa	COMMC0003
YUAES0001129	Ta beetik janal tin wotoch	Estás haciendo comida en mi casa	COMMC0003
YUAES0001130	Tu beetik janal tin wotoch	Está haciendo comida en mi casa	COMMC0003
YUAES0001131	Leti'obe' tu beetiko'ob janal tin wotoch	Ellos están haciendo comida en mi casa	COMMC0003
YUAES0001132	Te'exe' ta beetike'ex janal tin wotoch	Ustedes están haciendo comida en mi casa	COMMC0003
YUAES0001133	Tin beetik janal ta wotoch	Estoy haciendo comida en tu casa	COMMC0003
YUAES0001134	Ta beetik janal ta wotoch	Estás haciendo comida en tu casa	COMMC0003
YUAES0001135	Tu beetik janal ta wotoch	Está haciendo comida en tu casa	COMMC0003
YUAES0001136	Te'exe' ta beetike'ex janal ta wotoch	Ustedes están haciendo comida en tu casa	COMMC0003
YUAES0001137	Táan in beetik janal tin wotoch	Estoy haciendo comida en mi casa	COMMC0003
YUAES0001138	Táan a beetik janal tin wotoch	Estas haciendo comida en mi casa	COMMC0003
YUAES0001139	Táan u beetik janal tin wotoch	Está haciendo comida en mi casa	COMMC0003
YUAES0001140	Leti'obe' táan u beetiko'ob janal tin wotoch	Ellos están haciendo comida en mi casa	COMMC0003
YUAES0001141	Te'exe' táan a beetike'ex janal tin wotoch	Ustedes están haciendo comida en mi casa	COMMC0003
YUAES0001142	Táan in beetik janal ta wotoch	Estoy haciendo comida en tu casa	COMMC0003
YUAES0001143	Táan a beetik janal ta wotoch	Estas haciendo comida en tu casa	COMMC0003
YUAES0001144	Táan u beetik janal ta wotoch	Está haciendo comida en tu casa	COMMC0003
YUAES0001145	Te'exe' táan a beetike'ex janal ta wotoch	Ustedes están haciendo comida en tu casa	COMMC0003
YUAES0001146	Tene' kin bin xíimbal ta wotoch	Yo voy de visita a tu casa	COMMC0003
YUAES0001147	Tene' kin bin xíimbal tu yotoch	Yo voy de visita a su casa	COMMC0003
YUAES0001148	Teche' ka bin xíimbal tin wotoch	Tú vas de visita a mi casa	COMMC0003
YUAES0001149	Teche' ka bin xíimbal tu yotoch	Tú vas de visita a su casa	COMMC0003
YUAES0001150	Teche' ma' ta bin xíimbal tu yotochi'	Tú no vas de visita a su casa	COMMC0003
YUAES0001151	Leti'e' ku bin xíimbal tin wotoch	Ella va de visita a mi casa	COMMC0003
YUAES0001152	Leti'e' ku bin xíimbal tin wotoch	Él va de visita a mi casa	COMMC0003
YUAES0001153	Leti'e' ku bin xíimbal ta wotoch	Ella va de visita a tu casa	COMMC0003
YUAES0001154	Leti'e' ku bin xíimbal ta wotoch	Él va de visita a tu casa	COMMC0003
YUAES0001155	To'one' kek bin xíimbal ta wotoch	Nosotros vamos de visita a tu casa	COMMC0003
YUAES0001156	To'one' kek bin xíimbal tu yotoch	Nosotros vamos de visita a su casa	COMMC0003
YUAES0001157	Te'exe' ka bine'ex xíimbal tu yotoch	Ustedes van de visita a su casa	COMMC0003
YUAES0001158	Te'exe' ka taale'ex xíimbal tin wotoch	Ustedes vienen de visita a mi casa	COMMC0003
YUAES0001159	In wotoche' nojoch	Mi casa es grande	COMMC0003
YUAES0001160	In wotoche' chichan	Mi casa es pequeña	COMMC0003
YUAES0001161	Yaan u kootil in wotoch	Mi casa tiene albarrada	COMMC0003
YUAES0001162	In wotoche' k'ank'an	Mi casa es amarilla	COMMC0003
YUAES0001163	In wotoche' ya'ax	Mi casa es verde	COMMC0003
YUAES0001164	In wotoche' sak	Mi casa es blanca	COMMC0003
YUAES0001165	In wotoche' boox	Mi casa es negra	COMMC0003
YUAES0001166	In wotoche' chak	Mi casa es roja	COMMC0003
YUAES0001167	Ya'ab in wotoch yaan	Tengo muchas casas	COMMC0003
YUAES0001168	Tin manaj in wotoch	Compré mi casa	COMMC0003
YUAES0001169	Ta manaj a wotoch	Compraste tu casa	COMMC0003
YUAES0001170	Ta manaj wáaj a wotoch	¿Compraste tu casa?	COMMC0003
YUAES0001171	Ma' tin manaj in wotochi'	No compré mi casa	COMMC0003
YUAES0001172	Yaan in manik in wotoch	Voy a comprar mi casa	COMMC0003
YUAES0001173	Yaan wáaj a manik a wotoch	¿Vas a comprar tu casa?	COMMC0003
YUAES0001174	Yaan wáaj u manik u yotoch	¿Va a comprar su casa?	COMMC0003
YUAES0001175	Mix tu manik u yotoch	Ni va a comprar su casa	COMMC0003
YUAES0001176	Mix táan u manik u yotoch	Ni va a comprar su casa	COMMC0003
YUAES0001177	Jsi'ib in wotoch	Me regalaron mi casa	COMMC0003
YUAES0001178	Jsi'ib u yotoch	Le regalaron su casa	COMMC0003
YUAES0001179	Mana'ab in wotoch	Compraron mi casa	COMMC0003
YUAES0001180	Mana'ab u yotoch	Compraron su casa	COMMC0003
YUAES0001181	Jma'an in wotoch	Compraron mi casa	COMMC0003
YUAES0001182	Jma'an u yotoch	Compraron su casa	COMMC0003
YUAES0001183	Tin konaj in wotoch	Vendí mi casa	COMMC0003
YUAES0001184	Ta konaj a wotoch	Vendiste tu casa	COMMC0003
YUAES0001185	Ta konaj wáaj a wotoch	¿Vendiste tu casa?	COMMC0003
YUAES0001186	Je'el wáaj a konik a wotoche'	¿Venderías tu casa?	COMMC0003
YUAES0001187	Ma' tin konaj in wotochi'	No vendí mi casa	COMMC0003
YUAES0001188	Ma' tin konik in wotochi'	No vendo mi casa	COMMC0003
YUAES0001189	Ma' táan in konik in wotochi'	No vendo mi casa	COMMC0003
YUAES0001190	Ma' tu konaj u yotochi'	No vendió su casa	COMMC0003
YUAES0001191	Ma' tu konik u yotochi'	No está vendiendo su casa	COMMC0003
YUAES0001192	Ma' táan u konik u yotochi'	No está vendiendo su casa	COMMC0003
YUAES0001193	Luuk'sa'ab in wotoch	Me quitaron mi casa	COMMC0003
YUAES0001194	Luuk'sa'ab a wotoch	Te quitaron tu casa	COMMC0003
YUAES0001195	Luuk'sa'ab u yotoch	Le quitaron su casa	COMMC0003
YUAES0001196	Tin bonaj in wotoch	Pinté mi casa	COMMC0003
YUAES0001197	Tin bonaj u yotoch	Pinté su casa	COMMC0003
YUAES0001198	Ta bonaj wáaj a wotoch	¿Pintaste tu casa?	COMMC0003
YUAES0001199	Tin míistik in wotoch	Estoy barriendo mi casa	COMMC0003
YUAES0001200	Táan in míistik in wotoch	Estoy barriendo mi casa	COMMC0003
YUAES0001201	Tin míistik a wotoch	Estoy barriendo tu casa	COMMC0003
YUAES0001202	Táan in míistik a wotoch	Estoy barriendo tu casa	COMMC0003
YUAES0001203	Ta míistik in wotoch	Estás barriendo mi casa	COMMC0003
YUAES0001204	Táan a míistik in wotoch	Estás barriendo mi casa	COMMC0003
YUAES0001205	Ta míistik a wotoch	Estás barriendo tu casa	COMMC0003
YUAES0001206	Táan a míistik a wotoch	Estás barriendo tu casa	COMMC0003
YUAES0001207	Ta míistaj wáaj a wotoch	¿Estás barriendo tu casa?	COMMC0003
YUAES0001208	Yaan ten jump'éel otoch	Tengo una casa	COMMC0003
YUAES0001209	Yaan ten ka'ap'éel in wotoch	Tengo dos casas	COMMC0003
YUAES0001210	Yaan ten óoxp'éel in wotoch	Tengo tres casas	COMMC0003
YUAES0001211	Yaan ten kamp'éel in wotoch	Tengo cuatro casas	COMMC0003
YUAES0001212	Yaan tech jump'éel a wotoch	Tienes una casa	COMMC0003
YUAES0001213	Yaan tech ka'ap'éel a wotoch	Tienes dos casas	COMMC0003
YUAES0001214	Yaan tech óoxp'éel a wotoch	Tienes tres casas	COMMC0003
YUAES0001215	Yaan tech kamp'éel a wotoch	Tienes cuatro casas	COMMC0003
YUAES0001216	Tin kaaxtik a wotoch	Estoy buscando tu casa	COMMC0003
YUAES0001217	Táan in kaaxtik a wotoch	Estoy buscando tu casa	COMMC0003
YUAES0001218	Tu kaaxtik a wotoch	Está buscando tu casa	COMMC0003
YUAES0001219	Táan u kaaxtik a wotoch	Está buscando tu casa	COMMC0003
YUAES0001220	Táan ek kaxtik a wotoch	Estamos buscando tu casa	COMMC0003
YUAES0001221	Tu kaxtiko'ob a wotoch	Están buscando tu casa	COMMC0003
YUAES0001222	Táan u kaxtiko'ob a wotoch	Están buscando tu casa	COMMC0003
YUAES0001223	Ma' tin kaxtaj a wotochi'	No encontré tu casa	COMMC0003
YUAES0001224	Ma' tu kaxtaj a wotochi'	No encontró tu casa	COMMC0003
YUAES0001225	Táan in bin tin najil	Estoy yendo a mi casa	COMMC0003
YUAES0001226	Táan a bin ta najil	Estás yendo a mi casa	COMMC0003
YUAES0001227	Táan u bin tu najil	Está yendo a su casa	COMMC0003
YUAES0001228	Leti'obe' táan u bino'ob tin najil	Ellos están yendo a mi casa	COMMC0003
YUAES0001229	Te'exe' táan a bine'ex tin najil	Ustedes están yendo a mi casa	COMMC0003
YUAES0001230	To'one' táan ek bin tin najil	Nosotros estamos yendo a mi casa	COMMC0003
YUAES0001231	Yaan wáaj in bin tin najil	¿Voy a ir a mi casa?	COMMC0003
YUAES0001232	Yaan wáaj a bin tin najil	¿Vas a ir a mi casa?	COMMC0003
YUAES0001233	Yaan wáaj u bin tin najil	¿Él va a ir a mi casa?	COMMC0003
YUAES0001234	Yaan wáaj u bin tin najil	¿Ella va a ir a mi casa?	COMMC0003
YUAES0001235	Yaan wáaj u bino'ob tin najil	¿Ellos van a ir a mi casa?	COMMC0003
YUAES0001236	Yaan wáaj a bine'ex tin najil	¿Ustedes irán a mi casa?	COMMC0003
YUAES0001237	Yaan wáaj ek bin tin najil	¿Iremos a mi casa?	COMMC0003
YUAES0001238	Yaan in bin wáaj tin najil	¿Voy a ir a mi casa?	COMMC0003
YUAES0001239	Yaan a bin wáaj tin najil	¿Vas a ir a mi casa?	COMMC0003
YUAES0001240	Yaan u bino'ob wáaj tin najil	¿Ellos van a ir a mi casa?	COMMC0003
YUAES0001241	Yaan u bino'ob wáaj tin najil	¿Ellas van a ir a mi casa?	COMMC0003
YUAES0001242	Yaan a bine'ex wáaj tin najil	¿Ustedes irán a mi casa?	COMMC0003
YUAES0001243	Yaan k bin wáaj tin najil	¿Iremos a mi casa?	COMMC0003
YUAES0001244	Yaan in bin tin najil wáaj	¿Voy a ir a mi casa?	COMMC0003
YUAES0001245	Yaan a bin tin najil wáaj	¿Vas a ir a mi casa?	COMMC0003
YUAES0001246	Yaan u bin tin najil wáaj	¿Él va a ir a mi casa?	COMMC0003
YUAES0001247	Yaan u bin tin najil wáaj	¿Ella va a ir a mi casa?	COMMC0003
YUAES0001248	Yaan u bino'ob tin najil wáaj	¿Ellos van a ir a mi casa?	COMMC0003
YUAES0001249	Yaan a bine'ex tin najil wáaj	¿Ustedes irán a mi casa?	COMMC0003
YUAES0001250	Yaan k bin tin najil wáaj	¿Iremos a mi casa?	COMMC0003
YUAES0001251	Máax ku bin tin najil	¿Quién ira a mi casa?	COMMC0003
YUAES0001252	Máax ku biinsikech tin najil	¿Quién te llevará a mi casa?	COMMC0003
